date,ticker,sentiment_score,movement,volume,open_price,close_price,high_price,low_price
2022-01-18,GOOGL,0.04951286326447568,same,9369689,340.8582576209924,207.60785871932418,466.77681928036634,466.8882367299451
2022-01-19,TSLA,-0.13610996271576847,same,2564718,109.17312450721681,307.0385205262088,410.51619100637913,321.4234130649432
2022-01-20,AAPL,-0.4175417196039162,same,6139743,228.8432016916742,207.53869698113732,152.2005056468737,219.69280172042423
2022-01-21,MSFT,0.22370578944475894,medium,4813270,354.5962604196616,351.37361896759955,326.16798704309696,272.3433101529083
2022-01-22,GOOGL,-0.7210122786959163,high,5806425,159.5998944596974,292.7469917098466,276.9009106078237,224.8767535145552
2022-01-23,GOOGL,-0.4157107029295637,high,7609876,378.1662593312213,244.68410194383225,418.88442903150514,390.04446397332646
2022-01-24,TSLA,-0.2672763134126166,high,3378837,398.3700835254698,479.6834507482049,389.6930190447797,418.52026536605285
2022-01-25,MSFT,-0.08786003156592814,low,7123769,492.7876761784581,352.863799674583,376.1622887644288,433.1749569274644
2022-01-26,GOOGL,0.5703519227860272,low,2524102,183.93679794256377,151.9765489071765,236.21793419195876,494.3072998342965
2022-01-27,AAPL,-0.6006524356832805,medium,3383366,430.05226706644606,324.0366789773582,421.9854921597018,416.51371699867343
2022-01-28,AAPL,0.02846887682722321,low,3035848,308.1186307674616,412.2927412803604,120.9565182379445,340.55362827542535
2022-01-29,GOOGL,0.18482913772408494,medium,6122930,249.38503845766937,383.3958789971189,163.8499605728669,235.6881193567135
2022-01-30,AAPL,-0.9070991745600046,same,9593223,148.95070293007117,168.83569171810376,234.24930919116468,317.83817948429976
2022-01-31,MSFT,0.21508970380287673,medium,7691409,394.20224259501504,488.9679996160413,130.72297642771252,116.42726911616217
2022-02-01,GOOGL,-0.6589517526254169,low,1838003,194.34303965747483,279.52545829864243,193.99771101387665,397.93003021196523
2022-02-02,TSLA,-0.869896814029441,same,4433382,248.5688007492183,163.61000149610453,432.06039319916727,278.3822180368407
2022-02-03,MSFT,0.8977710745066665,same,9670178,125.01689075894737,172.07830165125915,479.30061511603174,108.00929189287504
2022-02-04,AAPL,0.9312640661491187,medium,4395049,420.54676632780763,139.2939968756322,221.8409423096762,125.00277660416432
2022-02-05,GOOGL,0.6167946962329223,high,1066150,406.63540958865735,421.40724337397376,205.80632159553528,254.98658552870265
2022-02-06,MSFT,-0.39077246165325863,low,8951632,393.446332016925,148.81219772873948,211.95706089857077,333.36860760737403
2022-02-07,AAPL,-0.8046557719872323,low,8429645,219.77740419675467,150.05010285669877,211.08763494033752,285.68157958085067
2022-02-08,GOOGL,0.3684660530243138,high,7081687,169.3920297063829,440.1886459043351,114.3720728743892,347.681726916862
2022-02-09,AMZN,-0.1196950125207974,low,9948331,355.0213057880919,237.84163377902385,470.76653853244323,292.1177035165423
2022-02-10,TSLA,-0.7559235303104423,high,3547500,298.4665536452878,112.34316172322897,185.47925662813137,364.6815381925387
2022-02-11,AAPL,-0.00964617977745963,high,5193060,171.30098676185662,120.75811980736435,268.00162963256196,187.65042586832035
2022-02-12,AAPL,-0.9312229577695632,same,1134055,374.3645084199455,156.86817868155822,103.8747530963871,145.13727487344858
2022-02-13,AMZN,0.8186408041575641,same,2841648,496.4505727285215,185.3573391902758,443.1820363660229,338.57358185026396
2022-02-14,AMZN,-0.48244003679996617,medium,8132508,398.8878350968151,366.05847769536217,392.4629377819669,293.87580677452297
2022-02-15,MSFT,0.32504456870796394,same,7437845,395.99455467424474,162.9305120007313,478.7024140694813,110.74706161797411
2022-02-16,TSLA,-0.3765778478211781,high,4828433,480.12510117223667,147.5497564708288,412.6461916785596,252.19275419721436
2022-02-17,TSLA,0.040136042355621626,medium,3735264,181.17454702996088,405.88765659051165,225.4826048208261,142.45023419639818
2022-02-18,AAPL,0.0934205586865593,low,5448748,326.21998596857617,368.4221135439658,199.14934349136945,312.5427327010781
2022-02-19,AMZN,-0.6302910889489459,high,8152747,491.8586860135534,274.12968858209445,379.0865230213172,258.3110718641723
2022-02-20,TSLA,0.9391692555291171,medium,5137270,166.11764438806983,319.7239085920416,245.64511000419978,345.26076444120713
2022-02-21,GOOGL,0.5502656467222291,same,5317922,380.10078377780843,224.7936081305674,326.4860063010466,422.24088750809534
2022-02-22,TSLA,0.8789978831283782,high,9847905,334.3240583887608,293.00016809414427,102.50298841058809,219.86747353659632
2022-02-23,AAPL,0.7896547008552977,medium,8465373,334.5916368754828,302.6690595930983,124.7542806721901,484.840841666011
2022-02-24,TSLA,0.19579995762217028,low,2020154,379.0682510080301,254.89490847123838,314.1471764726605,314.25380023502976
2022-02-25,MSFT,0.8437484700462337,high,9070924,471.8467691502737,462.6288842688651,326.428658579266,347.3163195019152
2022-02-26,AMZN,-0.823014995896161,high,7843532,413.0327759405352,106.42474599240246,400.5811777837375,372.2689492902948
2022-02-27,AAPL,-0.6080342751617096,medium,5945169,122.454441366484,412.8685052364985,152.7861278495847,366.6926119430359
2022-02-28,AAPL,-0.9095454221789239,medium,7733215,441.0912079502845,149.75313249652973,305.2732335027115,304.38829721802483
2022-03-01,AMZN,-0.3493393384734713,same,9195810,190.21653197029303,419.01894421487975,177.77905777267546,271.5057164458734
2022-03-02,AMZN,-0.22264542062103598,same,8904294,250.7656658945488,346.3647662706885,137.27844782507788,121.51278567095116
2022-03-03,AMZN,-0.4573019364522082,high,8185197,284.6931254449529,437.31123637456096,264.19831762422183,108.8343381204719
2022-03-04,AAPL,0.6574750183038587,low,9171548,292.36240030122786,139.005730256359,165.3346592356229,243.18447781310587
2022-03-05,AMZN,-0.28649334661282144,same,7714301,274.0721597021427,323.5922536399096,188.71279127692742,233.46435625347706
2022-03-06,AMZN,-0.4381309806252385,low,8969693,474.94131768634577,300.43515210487885,227.0218319478007,255.0780619356027
2022-03-07,AAPL,0.08539216631649693,medium,2859582,382.40760306560986,382.47727318534345,203.75536029727851,155.347280355276
2022-03-08,AAPL,-0.7181515500504747,medium,8744064,352.4682583826825,313.7162207574703,135.03651896237855,395.26730821473745
2022-03-09,MSFT,0.6043939615080793,same,3129885,119.93681111317662,316.2938268532417,135.9664979438809,442.78576591049557
2022-03-10,TSLA,-0.8508987126404584,high,5720642,461.5653321041499,271.8383774304259,177.29976609366727,475.485854149614
2022-03-11,GOOGL,0.9737738732010346,medium,1549239,463.7560768033585,223.53376960293633,120.22367518381557,296.9449214078503
2022-03-12,AAPL,0.5444895385933148,low,9945309,412.08522537204095,292.90574450087684,350.58280787077086,380.3462796501714
2022-03-13,GOOGL,-0.6025686369316552,high,6408753,102.81168152544767,147.39694350736022,214.9306866035608,442.220449374349
2022-03-14,MSFT,-0.9889557657527952,same,4047569,122.91210043104934,484.6053355932339,211.89838710762842,267.31644443739435
2022-03-15,TSLA,0.6309228569096683,medium,1785332,190.0894809073959,385.7643054506393,232.79931769510605,223.76511794817776
2022-03-16,TSLA,0.41371468769523423,same,9555080,152.53976325796268,480.98684667513874,365.11850968388865,474.68982234139605
2022-03-17,TSLA,0.4580143360819746,high,1397710,259.5344118814918,190.6909529319853,448.2535525933962,306.27062043082924
2022-03-18,MSFT,0.5425406933718915,high,7503216,469.04922323511585,451.7364080706112,403.6347730222554,298.9015546363512
2022-03-19,AMZN,-0.8519106965318193,high,5317048,288.8241736787993,423.51599382541536,391.01169209003797,171.3664386253983
2022-03-20,TSLA,-0.2830685429114548,low,4188729,105.36105057286625,370.86096498306944,293.7564742403397,143.26200582934268
2022-03-21,TSLA,-0.7682618809497406,high,5785956,213.0982758315048,350.0116744340823,377.5222227869647,436.84274499340466
2022-03-22,MSFT,0.726206851751187,high,6105724,117.83796334918462,226.619866107148,321.10494721343326,345.6532704750072
2022-03-23,AMZN,0.24659625365511584,medium,6025764,114.51504904540086,426.5643139860123,186.50021127461156,230.32983360777948
2022-03-24,TSLA,-0.3382039502947016,low,8996198,210.2879412382209,300.6061845918935,183.4353470964203,176.69448695610657
2022-03-25,TSLA,-0.8728832994279527,low,1910775,210.24493547157817,128.35663035651413,218.55680275011338,322.1989120678526
2022-03-26,AMZN,-0.3780353565686756,same,6954878,414.8506410406416,225.145264342052,464.3210683879253,333.56771570445414
2022-03-27,AAPL,-0.3496333559465059,high,6927997,489.9338611124448,474.118839418131,318.96593615189033,182.79744049802326
2022-03-28,AAPL,0.45921235667612814,medium,1558924,248.4828375559993,440.2721042419385,393.56215080074776,440.5622991565896
2022-03-29,TSLA,0.27511494271042625,same,4881185,271.55475154441547,492.76227923061566,238.62350392661904,133.70574646234044
2022-03-30,GOOGL,0.7744254851526531,high,6004998,437.91577451440855,351.19735304163925,263.0863082660901,242.43723406656866
2022-03-31,AMZN,-0.05557014967610141,low,6166650,207.25560803820537,199.00402925616478,150.22623145490056,372.15376550500883
2022-04-01,AMZN,-0.7608115081233966,high,6693075,162.5527217613792,165.1260198707455,168.51798312866816,209.64814552768027
2022-04-02,GOOGL,0.42648957444599,high,9109916,441.23584936146017,174.76577624338466,430.94262193045824,431.07007791250874
2022-04-03,AMZN,0.5215700972337949,medium,6193278,118.6002345760262,107.91826333890175,333.9354526755528,395.9471306401614
2022-04-04,MSFT,0.12255439513899247,medium,1431413,347.8797760797663,256.2728443943757,235.01298635352757,415.6091378192537
2022-04-05,AMZN,0.541934359909122,medium,5165100,324.7971389867227,176.571072199817,421.1404835982184,147.6426143506865
2022-04-06,AMZN,-0.012408807271218514,same,1863561,238.3681790006777,264.66218418268096,198.6079622551932,156.21885119821718
2022-04-07,AMZN,0.045465658763988115,medium,1302186,226.0758084389436,473.99777273550615,490.4130794400815,214.58949509783344
2022-04-08,AAPL,-0.14491796328290074,same,4207393,408.74309047264853,272.21608380287597,237.9270430984679,307.2308660790244
2022-04-09,MSFT,-0.9491617465118096,high,6489464,134.5698443050186,451.1937987939339,234.92438166049104,399.20643067976096
2022-04-10,AMZN,-0.7842171460133911,same,8456985,194.71372372455414,342.2019066463506,224.7647622146821,434.6123563043614
2022-04-11,MSFT,-0.9371416286265315,same,7767528,392.9794927352359,198.85262186455677,148.84460636971517,381.7341263828722
2022-04-12,MSFT,0.2728208225275608,medium,2026553,319.3282334905697,242.34190370368455,144.45485893280497,471.4387526122553
2022-04-13,MSFT,-0.37128803784734665,medium,9533879,151.19528341343454,133.56781432857176,359.24201381364935,395.4974038463721
2022-04-14,GOOGL,0.01714138232940554,low,4743797,452.854245712824,233.3850374384042,450.0472178232188,222.5071548018459
2022-04-15,AMZN,0.815132947852186,same,2514542,257.3791386254366,371.0163782014136,416.2082041086694,206.03251373542903
2022-04-16,AAPL,-0.5014155417022501,high,7357718,431.1473501288691,128.84443717177408,156.44303760854044,378.47698012043594
2022-04-17,AAPL,-0.17923415392874054,low,5180656,415.08520621108346,182.16056339121172,318.23284871682654,177.14822747584572
2022-04-18,AAPL,0.5111022770860973,low,9465506,349.77017858869124,252.5764165653246,142.236618390656,137.08592432410796
2022-04-19,AAPL,-0.5424036690167551,low,7846192,297.7924525180372,492.819814806385,118.11785744523098,312.88914994247756
2022-04-20,AMZN,-0.846040180342414,medium,9676924,491.82033615270274,413.94472918355206,362.5543437539069,428.6566279115821
2022-04-21,AAPL,-0.42049709417246395,medium,8347689,157.9860289519268,393.3946985968416,314.06093347214016,140.5519369879454
2022-04-22,MSFT,-0.6775574254919912,medium,2829553,390.0622910204459,146.4763826101784,132.80947408458835,416.7565295182917
2022-04-23,GOOGL,0.8593953046851461,high,4041341,176.47628058591562,412.39835744599657,113.97569856239538,424.6288017406192
2022-04-24,TSLA,0.6162407591288339,same,2039504,235.30524213293936,414.10752460640606,495.90256536373386,292.9096000326174
2022-04-25,AAPL,0.26680751302084693,low,7666455,223.47949734927812,340.4410782497313,112.00853285962876,122.92412400419472
2022-04-26,TSLA,0.7429211803754354,medium,8663589,478.8143950954892,496.1447127993488,277.81130122006385,169.83594049887455
2022-04-27,TSLA,0.6073441537982289,same,8918348,486.94247111531007,230.10156236982078,301.8476098430782,382.97051006477295
2022-04-28,TSLA,-0.6268598822279283,low,5988023,173.20617769389088,476.5089792967407,146.91205912017801,384.7111779963798
2022-04-29,MSFT,0.7851179969799555,same,8635836,108.81406411900167,465.89244598260143,167.6247113758865,459.34211006706613
2022-04-30,AAPL,0.07868448383130144,low,8809006,388.00321586524524,104.59226389975113,240.722002564141,333.0744586218332
2022-05-01,AMZN,0.6148803103281251,same,2675843,267.1959735481937,280.0466105899244,404.67035048546506,149.64294708551097
2022-05-02,MSFT,0.7921825998469865,medium,9423309,135.53609803502576,490.84169322062934,302.8329696241067,148.56596220198884
2022-05-03,AMZN,-0.36399305005627225,same,4229028,373.501642230817,141.2485449632303,355.1607498211846,388.45294294272946
2022-05-04,AAPL,-0.7798961509446465,same,8056993,318.0422113042799,319.11387775332776,494.0698220362699,173.51386604316048
2022-05-05,MSFT,-0.5441296749161166,low,2721610,492.2067288004424,491.58300281644165,407.2021741252839,231.35419984664213
2022-05-06,TSLA,-0.14578442274748737,same,3339767,190.96379834455158,322.19816964234406,273.74459925648705,294.88480276876555
2022-05-07,MSFT,0.6360295318449862,high,3614235,261.5911505306193,175.9261211888624,278.5767687186195,109.90595103046049
2022-05-08,MSFT,0.7214611665126869,low,1491036,317.01832135816915,332.87329203703587,347.508830816402,199.52761080797274
2022-05-09,AAPL,-0.9860957389376186,same,9715912,416.6799953813407,181.77622957981873,366.14608336756174,263.155843402912
2022-05-10,TSLA,0.021494605155131463,high,7046914,319.5354626880235,307.8817051577937,300.28437033466855,211.85452739728248
2022-05-11,TSLA,-0.16517799370244202,low,3710241,345.1600643447797,129.61688716493921,357.944489125992,154.54813098702633
2022-05-12,GOOGL,-0.5557843790585395,medium,2142953,190.45882063597628,342.1930676857619,109.4129977656395,391.20490311847897
2022-05-13,GOOGL,-0.7602692653326344,low,4961352,438.76749123542396,306.7159756512633,271.84914555873763,425.25906206719395
2022-05-14,AMZN,-0.3247696571927441,low,4978702,271.4522187881903,396.0645475045852,211.5752304293907,202.99159045748993
2022-05-15,GOOGL,0.8858194078250383,same,9168984,156.38385100870772,352.28018846351404,151.66977809724415,409.7677978425213
2022-05-16,AAPL,-0.35359413595848954,high,1326916,365.67516580216693,319.84250741230267,139.81860512351005,254.22142576052553
2022-05-17,MSFT,0.037581243486732197,low,4597706,186.436181274123,375.91153969924846,341.276866245867,302.6743163416011
2022-05-18,TSLA,0.4060379177903557,low,5506554,139.0250040957199,157.57676542889234,309.4402188610447,442.4004299572611
2022-05-19,MSFT,-0.27274079524141204,low,1605409,444.79476336170893,338.1438645034416,201.43364679854767,399.98147272096315
2022-05-20,AAPL,0.9435641654419213,same,7849486,284.06490579537586,168.84424112911108,288.3800235090058,422.04674052647107
2022-05-21,MSFT,0.9248945898842225,low,6050405,399.71348507831055,470.20888314075233,296.8929260729633,154.73806663454272
2022-05-22,TSLA,-0.4964354083492717,high,9337735,216.23502392254204,127.33364193824168,178.00359217544633,127.88777033349179
2022-05-23,GOOGL,-0.005502988215229099,same,2725690,414.7880539670665,272.1498998763173,360.83722475266023,457.3618916351948
2022-05-24,AMZN,-0.3982433803664607,medium,4280772,144.77437080861213,378.31899106217793,412.3677425544362,255.13370782843774
2022-05-25,TSLA,-0.4303190112450648,medium,9197295,242.3893495179411,283.2088846673035,416.5854163558076,215.15187122787233
2022-05-26,TSLA,-0.9262261052909344,same,6809041,491.2247271894114,136.83810129316095,340.98793228138203,389.8785017047298
2022-05-27,TSLA,0.2191286679597937,high,6087268,417.59588654720244,321.35160645068294,304.65543300760567,434.56623863194267
2022-05-28,TSLA,0.005358046457722976,same,7155579,298.9023721258753,356.6527635309418,124.40285720215796,444.9958487593204
2022-05-29,AAPL,-0.8970424975000213,same,1403119,235.91098862475403,381.5169243962031,215.13251954064233,226.39885645009093
2022-05-30,TSLA,-0.44270707152677713,same,9212420,448.8542800089906,249.30392578510356,137.30857871126796,440.8849564806696
2022-05-31,MSFT,0.8165317719333074,same,1402732,317.93910363380627,325.4639884115049,485.52926435138943,116.37357774973816
2022-06-01,AAPL,-0.5208762186660552,low,1506079,403.37000714764446,280.2745899755653,154.03205849030428,119.86459658388755
2022-06-02,GOOGL,-0.7102102558175538,medium,2950013,401.6430721264656,368.82241550090134,160.71016394044082,349.40767806966176
2022-06-03,MSFT,-0.02109447944487397,high,2132658,107.17827142739674,333.4227869299274,455.83064733219686,125.2425476462185
2022-06-04,MSFT,0.9713009082212014,low,2985209,150.5015131170454,310.30248782365396,477.57131339058316,229.8436674040646
2022-06-05,MSFT,-0.5158894569769992,medium,5322626,363.8517465578969,199.80974673529946,406.33161569396395,369.1023944987696
2022-06-06,MSFT,0.3442710948117571,same,1656951,164.64792451434857,100.80740709929357,102.16196946906794,234.90675842169054
2022-06-07,AAPL,0.5232392306574352,medium,9399911,202.19733786224188,169.6326701245717,100.53850838262548,171.8399125760384
2022-06-08,GOOGL,-0.5247249120152007,medium,4479591,478.6551816798429,146.82641656966746,251.24030791498032,212.54024874153666
2022-06-09,GOOGL,0.45643269722371915,low,6203916,324.07290334996475,279.6338980043787,157.35814800435702,283.0301329001727
2022-06-10,TSLA,-0.26443373456149355,low,7026988,400.2918027997389,344.90326030473784,107.35445686063892,290.15434214219295
2022-06-11,AMZN,0.26461166118715895,high,8426263,323.1922955130559,185.23400347392328,285.62667576180183,413.20009253888077
2022-06-12,AAPL,0.2670594215217894,same,3366610,321.00544591309006,475.62283838687483,477.2247589627886,400.061291772605
2022-06-13,GOOGL,0.07154936814951696,same,5180303,137.66076405027917,102.67285168955512,229.52782996097255,282.7271218224541
2022-06-14,AAPL,-0.8194204598911834,same,5684346,237.4652770436412,408.92040606613716,364.4562713714786,438.26693963950856
2022-06-15,AAPL,0.6706049911784759,medium,1458298,212.97235947460467,350.0819078121769,360.8941412529763,145.69485543655833
2022-06-16,TSLA,-0.35843987005652833,medium,2047343,256.2913462454453,249.42192041907276,200.43204146606712,202.1413400915606
2022-06-17,GOOGL,-0.6269629792002915,same,6719720,419.3376752897313,120.19557776496316,360.1700995295457,431.1905854009006
2022-06-18,AMZN,-0.9184497168904722,high,9493836,248.77306716674593,350.99462871371173,184.93358971475652,251.19761545046123
2022-06-19,AMZN,0.18178588637648363,medium,5620650,280.6787276926731,254.24540514625923,148.80296543075562,492.4726235175369
2022-06-20,AMZN,0.35512872368456483,high,2755692,258.9525561941266,474.50685576528764,380.55331422387604,286.50131261113415
2022-06-21,MSFT,-0.9668243421442877,medium,2730228,137.36318879011824,316.79602995590636,145.3763268415667,416.77424918550565
2022-06-22,GOOGL,0.024186116598561958,low,2946793,276.4288633003135,475.86060451740326,498.76368743574216,260.9228165529488
2022-06-23,MSFT,-0.5470084496041241,low,2569123,178.243709217806,188.19347738932163,173.38096046009173,269.9814076249721
2022-06-24,MSFT,0.2903455808188997,same,7115518,174.6893183092166,390.2903641456413,337.65674510258305,253.1532589136734
2022-06-25,MSFT,-0.6512671419900171,low,8393979,137.61444177370655,346.89960833949027,264.54982856503574,387.6302482043247
2022-06-26,TSLA,0.3818754762049319,medium,9437482,242.6683896567059,395.76329193252474,150.55456896226684,319.0071536239978
2022-06-27,TSLA,-0.22652930739892518,medium,2622572,402.99275391576697,185.8671455890147,111.13756303096535,477.51124454734764
2022-06-28,AAPL,0.873459977473469,low,4220281,210.57667623335843,365.9978064951095,349.0929129171333,200.3561266136419
2022-06-29,AAPL,-0.7249581117080135,low,3689784,224.9396407542054,299.2161572227476,422.70302551565044,140.22509283337774
2022-06-30,GOOGL,-0.317867297899483,low,9175602,357.0698630689694,397.1299899625265,436.8062646026976,257.3045940396861
2022-07-01,GOOGL,-0.7730529575188219,same,1709662,178.33632503476755,230.8178576607271,293.0853892307738,346.6850830587104
2022-07-02,TSLA,0.8493872365571256,low,7863382,458.7831721694137,456.022810186101,410.98218687295423,444.319574766198
2022-07-03,AAPL,0.754678706761962,medium,6321129,308.07620930062177,133.72052584454013,369.1388533954179,238.47875467213106
2022-07-04,AAPL,-0.4841167445696888,low,9859060,279.0411761280868,422.8757275164752,389.7018109996533,361.51470044978464
2022-07-05,MSFT,0.3199680920683581,same,6672605,323.1280767716805,444.52785032603634,297.03960208872564,240.07947240928763
2022-07-06,AMZN,0.6344444004024317,same,3592670,166.4137253664782,426.9009245467285,353.3646960968508,346.88783319778327
2022-07-07,AMZN,0.11040162319892466,medium,5810833,345.38925545567054,305.0905577047104,422.21036543042277,453.92317881226035
2022-07-08,AMZN,0.05930115671201297,medium,7703459,245.24029465360417,275.3539920123045,259.1536702228092,192.5430569037636
2022-07-09,TSLA,-0.5162954181990966,low,7417665,458.8745363858476,498.50491460995073,422.3915603470335,261.6966568428156
2022-07-10,AMZN,-0.8137944643882016,medium,1442061,167.54168267107445,191.66878048566485,336.80673711562514,497.30607857189864
2022-07-11,AMZN,0.7944315159066535,high,4761675,302.8204415461764,318.75038635041784,166.3604097483145,447.4228112997843
2022-07-12,MSFT,0.8008361143266609,medium,8415745,339.2450517476072,368.27021015293025,109.87366288983384,325.8559431584808
2022-07-13,GOOGL,0.2662029145465359,high,9082655,113.35344071455249,380.34705434457277,245.10144015966083,306.65103674171013
2022-07-14,TSLA,-0.32194041790259864,high,9877580,245.4772499024561,181.60986629543146,318.67853131853593,213.8401529218724
2022-07-15,AAPL,-0.3015808507746782,medium,4081328,393.05409388033314,361.5976369359205,435.92814088139534,306.8837710774118
2022-07-16,MSFT,0.45191135774047875,high,6371112,428.15100297958935,427.34782659253494,150.99427205609848,439.27259931197887
2022-07-17,AMZN,0.7942205199051542,medium,9551646,225.26479792691293,120.00743072844489,420.08253907343163,374.06980531111225
2022-07-18,AAPL,0.7741728485302346,medium,8281505,419.4373089531005,464.6085173301266,445.2036184268908,216.01761127119462
2022-07-19,MSFT,0.5597510917152477,same,6124795,487.10235084135553,111.80162205808237,160.2749948003335,180.58556842141317
2022-07-20,TSLA,0.2840632923085755,high,6411263,442.7495744300376,242.38841299535773,440.6377277216876,206.08341479873164
2022-07-21,AMZN,-0.8317200700099023,high,4963735,147.0575952637301,106.32527849318483,496.5814271371168,167.9036805571306
2022-07-22,TSLA,-0.6767425718107725,low,7493509,395.8921328342162,130.85806741583275,390.735532419295,138.25627840948638
2022-07-23,MSFT,0.7971083770541585,medium,9989138,227.8667329762179,464.4673140720316,413.9078727299952,267.654469776822
2022-07-24,AAPL,0.21285811931917986,same,9824031,495.3663957648306,241.94433229845913,497.76610702354935,145.31984175930708
2022-07-25,GOOGL,-0.9816058967667407,same,2192929,294.1435932639548,269.9086121700211,342.19250021037817,168.76502309084174
2022-07-26,AMZN,-0.7970569142679358,low,9711998,148.97355934357643,186.13775255302104,223.15455280649977,318.92987373579444
2022-07-27,TSLA,0.3270035382161116,high,7555035,390.0742192109563,338.8383080746879,435.0123336304223,165.83970947982988
2022-07-28,AAPL,-0.9898768323075626,same,5068316,229.20447935448553,337.92128587111586,345.7943110046525,125.55190697236114
2022-07-29,AAPL,-0.6783838971650027,high,9067987,498.83126283266466,248.8801567300877,332.4781694883826,226.95554001115408
2022-07-30,GOOGL,0.09746757873317224,same,2656671,491.91298314180875,233.21394872215936,201.4542222056153,188.12763944878702
2022-07-31,MSFT,0.3837903953853865,same,6681635,362.45360720823226,453.98572327223513,402.53370783315466,306.1220751977507
2022-08-01,GOOGL,0.30392251900520106,medium,7145265,151.93057958068704,253.31369585688054,132.6669103440385,140.94683383328373
2022-08-02,GOOGL,-0.5514613810788804,high,9527171,374.74439907001164,297.4003968617633,469.7148283178645,400.7083150731913
2022-08-03,MSFT,0.4243584426950717,same,1783066,137.2121945840109,213.32190496997225,230.3293843081939,462.49340777405547
2022-08-04,MSFT,-0.5255018250063999,medium,5899856,111.74566364095693,414.7078013428509,151.10986111599618,397.3740695824778
2022-08-05,MSFT,-0.34920060368146455,same,7240779,429.1833784885944,258.97926275963664,276.9466132409675,313.1308149605577
2022-08-06,AAPL,0.4929828102360483,medium,5055957,183.90117907347255,305.4444186177298,116.98796370261326,444.26712871555407
2022-08-07,AAPL,0.2992657980944293,medium,7617488,251.61085048763897,201.34286802386458,373.8504777059865,377.967351912603
2022-08-08,AMZN,0.6984468209883559,high,1597897,489.38295599046927,495.0638369365007,461.0822041781425,104.22044898007594
2022-08-09,AMZN,0.31522578460068673,medium,4941237,234.7362007444413,216.59829636948916,434.9052028554035,257.63606110980123
2022-08-10,GOOGL,0.13661720667094324,same,3042999,218.5959125133261,408.29701236222064,150.94778937915243,440.38075976272
2022-08-11,GOOGL,-0.812650464343815,low,4659985,467.2831998491101,270.99826014270366,150.50845484309275,238.3435431901077
2022-08-12,AMZN,-0.26456839388113296,same,2902897,144.29937812758325,182.48696203365597,425.37379292970564,114.0860694102094
2022-08-13,TSLA,-0.4695952646365491,same,9019213,403.8329640458527,419.8875055859445,469.7017098412464,398.4718554209089
2022-08-14,GOOGL,-0.5120207132418328,medium,4576511,495.2262266611096,233.44271561161727,284.26793193339563,420.8153081131474
2022-08-15,TSLA,0.9460211095048912,same,2163950,460.51840430985953,446.0773389591244,299.5884467655064,164.23747801732344
2022-08-16,TSLA,-0.2138045506664792,medium,1549148,360.6671674825704,466.1028739671292,227.30481655429037,314.9361987372725
2022-08-17,MSFT,0.7840931103542266,high,3773707,225.6243179970928,443.9295341565104,457.7060473025656,176.7821755982903
2022-08-18,AAPL,0.2622772519945258,medium,6068002,201.7287924713267,114.00316592272226,357.9611621169424,387.6937676176587
2022-08-19,AMZN,0.5896226070832968,high,3773939,427.70204194858445,414.9493380020422,215.30063086694742,208.62018207099425
2022-08-20,AAPL,0.005274186210384224,low,2935740,451.9287655806781,264.5357865996575,219.51314842170063,226.48604902533202
2022-08-21,AMZN,0.15380776925271822,same,4434955,310.17396501827716,449.48916807289004,456.48002922544094,437.98834145604053
